"Date","Price","Open","High","Low","Vol.","Change %"
"04/26/2023","4.7040","4.7285","4.7835","4.6285","","-0.52%"
"04/25/2023","4.7285","4.7545","4.8075","4.6900","","-0.57%"
"04/24/2023","4.7555","4.7580","4.8145","4.5850","","-0.05%"
"04/21/2023","4.7580","4.7345","4.7970","4.6755","","0.50%"
"04/20/2023","4.7345","4.7445","4.8085","4.6870","","0.05%"
"04/19/2023","4.7320","4.7385","4.8220","4.6855","","0.13%"
"04/18/2023","4.7260","4.7365","4.8365","4.6900","","0.04%"
"04/17/2023","4.7240","4.7610","4.8195","4.6760","","-0.78%"
"04/14/2023","4.7610","4.7485","4.8555","4.6950","","0.53%"
"04/13/2023","4.7360","4.7220","4.8650","4.6845","","0.29%"
"04/12/2023","4.7225","4.7875","4.8275","4.6730","","-1.10%"
"04/11/2023","4.7750","4.7545","4.8340","4.6895","","0.70%"
"04/10/2023","4.7420","4.7875","4.8520","4.6945","","-0.95%"
"04/07/2023","4.7875","4.7805","4.8430","4.6735","","0.12%"
"04/06/2023","4.7820","4.8420","4.9265","4.7270","","-0.97%"
